,,,,,,,,,,,
566,15992,-48,-0.02,1,-1.03,-242,-67,122,-0.21,0.03,0
584,15994,-64,-0.01,1,-1.03,-231,-72,123,-0.05,-0.05,0.02
626,15912,-76,-0.01,0.99,-1.03,-228,-71,122,0,-0.03,0
568,16040,-26,-0.02,1,-1.03,-235,-71,119,-0.11,-0.03,-0.05
536,16042,-74,-0.02,1,-1.03,-224,-73,116,0.06,-0.06,-0.09
572,15906,-106,-0.01,0.99,-1.03,-229,-72,119,-0.02,-0.05,-0.05
664,15998,-72,-0.01,1,-1.03,-224,-68,120,0.06,0.02,-0.03
588,16016,-216,-0.01,1,-1.04,-220,-69,120,0.12,0,-0.03
590,15962,-36,-0.01,0.99,-1.03,-221,-65,125,0.11,0.06,0.05
588,15898,-40,-0.01,0.99,-1.03,-229,-64,124,-0.02,0.08,0.03
558,15968,-166,-0.02,0.99,-1.04,-229,-69,128,-0.02,0,0.09
674,16026,-20,-0.01,1,-1.03,-235,-67,124,-0.11,0.03,0.03
594,15916,-76,-0.01,0.99,-1.03,-231,-75,122,-0.05,-0.09,0
572,16010,-30,-0.01,1,-1.03,-231,-68,130,-0.05,0.02,0.12
558,15958,-56,-0.02,0.99,-1.03,-234,-69,127,-0.09,0,0.08
568,16088,-98,-0.02,1,-1.03,-224,-86,128,0.06,-0.26,0.09
614,15984,-10,-0.01,1,-1.03,-225,-74,122,0.05,-0.08,0
664,16026,-40,-0.01,1,-1.03,-230,-75,130,-0.03,-0.09,0.12
636,15944,54,-0.01,0.99,-1.02,-230,-72,126,-0.03,-0.05,0.06
630,16030,-94,-0.01,1,-1.03,-220,-69,117,0.12,0,-0.08
636,15934,-182,-0.01,0.99,-1.04,-227,-67,119,0.02,0.03,-0.05
606,16032,52,-0.01,1,-1.02,-236,-77,129,-0.12,-0.12,0.11
620,16022,-36,-0.01,1,-1.03,-224,-70,126,0.06,-0.02,0.06
668,15934,50,-0.01,0.99,-1.02,-221,-60,122,0.11,0.14,0
612,16042,16,-0.01,1,-1.02,-235,-76,126,-0.11,-0.11,0.06
686,16030,-48,-0.01,1,-1.03,-230,-61,126,-0.03,0.12,0.06
572,15960,-74,-0.01,0.99,-1.03,-233,-73,120,-0.08,-0.06,-0.03
676,16006,-84,-0.01,1,-1.03,-234,-69,122,-0.09,0,0
556,15980,-104,-0.02,1,-1.03,-230,-70,109,-0.03,-0.02,-0.2
674,15956,-98,-0.01,0.99,-1.03,-219,-72,132,0.14,-0.05,0.15
642,15954,-156,-0.01,0.99,-1.03,-223,-75,125,0.08,-0.09,0.05
612,15916,-98,-0.01,0.99,-1.03,-224,-77,123,0.06,-0.12,0.02
598,16034,-184,-0.01,1,-1.04,-228,-69,123,0,0,0.02
546,16008,-36,-0.02,1,-1.03,-224,-69,121,0.06,0,-0.02
622,15964,34,-0.01,0.99,-1.02,-225,-72,129,0.05,-0.05,0.11
650,16018,-90,-0.01,1,-1.03,-240,-70,134,-0.18,-0.02,0.18
646,16002,-98,-0.01,1,-1.03,-233,-65,125,-0.08,0.06,0.05
556,15936,-8,-0.02,0.99,-1.03,-233,-75,125,-0.08,-0.09,0.05
536,16012,-232,-0.02,1,-1.04,-225,-64,108,0.05,0.08,-0.21
656,15936,-136,-0.01,0.99,-1.03,-216,-79,121,0.18,-0.15,-0.02
558,15928,-138,-0.02,0.99,-1.03,-217,-69,127,0.17,0,0.08
590,15914,-8,-0.01,0.99,-1.03,-223,-69,121,0.08,0,-0.02
622,16026,-100,-0.01,1,-1.03,-230,-75,136,-0.03,-0.09,0.21
640,15958,-116,-0.01,0.99,-1.03,-233,-68,133,-0.08,0.02,0.17
618,15956,-158,-0.01,0.99,-1.03,-243,-70,133,-0.23,-0.02,0.17
568,16004,80,-0.02,1,-1.02,-225,-67,121,0.05,0.03,-0.02
648,15984,-32,-0.01,1,-1.03,-234,-77,128,-0.09,-0.12,0.09
600,15940,-52,-0.01,0.99,-1.03,-217,-73,120,0.17,-0.06,-0.03
550,16092,-124,-0.02,1,-1.03,-227,-75,129,0.02,-0.09,0.11
